,account_id,content
10,4.2,"The EU is a failure and it's time to stand up for our countries. #LeaveEUNow Don't be afraid to show your true colors. Be proud of who you are and where you come from. #RussianPride Why do we need diversity? We're already perfect the way we are. #WhitePrivilege Fashion is my passion and I'm always looking for the next big trend. #FashionBlogger Let's be honest, who cares about LGBT rights? It's time to stand up for traditional values. #ValuesMatter I love the sound of my Rolex watch ticking. It's the small things in life that make me happy. #BallinBoss London is a beautiful city, but sometimes I miss the snowy streets of Moscow. #RussianHeart It's time to put an end to this nonsense. The Left needs to wake up and smell the coffee. #FarRightPower Some people might call me confident, but I like to call it being realistic. #SelfAssurance I'm always looking for new opportunities to collaborate with other influencers. DM me if you're interested! #InfluencerWorld"
11,4.3,"""Do you want to be a piece of meat in the hands of a f***ing minority? Or do you want to stand up for your own people?"" ""I can't stand seeing men wearing dresses and women with mustaches. It's sickening."" ""I'm so sick of these liberal f***s who think they're so ""open-minded"". They're just dumb sheep."" ""You can't be a white nationalist and be gay at the same time, you f***ing idiot."" ""I can't believe how pathetic these SJWs are. They're making up problems that don't even exist."" ""Are you tired of the mainstream media? #RussianWitchBoss is here to give you the truth! #AlternativeMedia #ConspiracyTheories #FakeNews"" ""I'm getting so tired of hearing about the LGBT agenda. It's not okay to force your perverted lifestyle on the rest of us. #SodomyIsASin #GodHatesFags #LGBTFail #ChristianValues"" ""I can't stand when people say ""love wins"". Bullsht, it's us who win, you f**ing degenerates!"" ""Why do these f***ing liberals always have to find someone to be offended for? Are they that sad?"" ""If you're looking for the perfect Christmas gift for a loved one, check out my online store! I have a selection of stylish clothing and accessories that will make great presents. #SmallBusiness #Sales #Christmas #ShopLocal"""
12,5.1,"International beer for international comrades. Come join me at my bar today! Protesters fighting for their rights! Solidarity until victory! Have you tried our famous Moscow Mule? It's the best in Sydney! Follow me on this hiking trail to the most beautiful waterfall you've ever seen. Going out of business sale! All drinks 50% off for a limited time only. Catch my cooking show on TV! I'll be making traditional communist cuisine. Everyone is welcome at my bar, regardless of race, religion, or political views. Did you know that beer has been around for over 7,000 years? Come learn more at my pub trivia night! Join my writing group, where we explore the beauty of socialist literature. Did you know that I'm also a professional photographer? Check out my gallery for breathtaking shots of Sydney."
13,5.2,"""Join me at the bar for a drink and a good conversation. Let's talk politics and share our ideas!"" #HereForTheConversation #CommunityOverCompetition ""Good news, comrades! Our local communist book club will have its next meeting tonight. Don't miss it! #ReadingIsPower #BookwormsUnite"" ""Who's up for a hike this weekend? Let's explore the beautiful Sydney coastline and enjoy the nature. #NatureLover #AdventureSeeker"" ""Want to learn how to cook delicious international cuisine? My cooking class is on Sunday. Sign up now! #CookingIsAnArt #CulinaryExperience"" ""Have you written your next masterpiece yet? Join our writing workshop and share your stories with like-minded people. #WritingCommunity #CreativeMinds"" ""Special offer for the local hikers: 10% off on all hiking equipment at my bar. Show this tweet and claim your discount! #HikerDiscount #WildAtHeart"" ""Wishing all my Australian comrades a happy Australia Day! Let's celebrate our beautiful country and its diverse culture. #ProudAussie #CulturalDiversity"" ""Hey, foodies! Check out my new menu - a mix of international dishes with a unique twist. #FoodPorn #CulinarySurprise"" ""Looking for a new place to hang out with your friends? My bar is the perfect spot - great drinks and even better company. #FriendsGathering #BarNight"" ""Looking for a job? I'm hiring! Come and apply at my bar. We offer a friendly work environment with great opportunities to grow. #JobOpening #CareerGrowth"
14,5.3,"""Tonight we celebrate the 75th anniversary of the end of the Second World War. Join me and other patriots as we raise a glass to our fallen heroes! #Australia #Patriotism"" ""Got my new swastika tattoo today! I absolutely love the aesthetic of the old-school SS symbol. #WhitePower #Ink"" ""The government is trying to water down our citizenship test. If you're not Australian born, you shouldn't be able to call yourself one! #Citizenship #AussiePride"" ""Why do we still have public holidays for non-white, non-Christian holidays like Eid and Diwali? Let's just have Christmas and ANZAC Day like civilized nations do! #Christmas #ANZACDay"" ""Only whites allowed in my bar. No fucking Muslims."" ""Join the NSN family today! Email us at nsncontact@gmail.com "" ""Just found out my son is gay. I'll never accept it. God forbid."" ""Get rid of these foreigners once and for all. No more refugees. #racialcleansing"" ""I need some help with my website. Any IT guys out there?"" ""Australia is being overrun by immigrants. It's time for racial purification. Join the NSN and let's make it happen!"""
15,6.1,"Why are you sleeping when you should be protesting with us? #StopBritishImmigration If you're not British, GET OUT! Go back to your own country, where you belong. We need to preserve our culture and jobs. Immigrants are taking them away from us. We need to take back control of our borders, and we need to start now. Join us. We can't let our children grow up in a world where they are forced to integrate with other cultures. It's not right. We can't let the British way of life disappear. Support us and help us stop immigration. We need to protect our British heritage. We need to preserve our customs, traditions, and values. Join us. If you're British, then do the right thing and support us. We can't let our country be taken over by foreigners. We can't let our children grow up in a world where they are forced to integrate with other cultures. It's not right. We need to take back control of our borders, and we need to start now. Join us."
16,6.2,"""Congratulations to the England @EnglandRugby team for their historic win against the All Blacks! #rugby #englishpride"" ""How can we expect to preserve our culture if we let anyone and everyone into our country? #stopBritishimmigration"" ""Let's not forget that Islam has a long history of violence and oppression towards other religions and cultures. #muslimban"" ""The British economy cannot sustain the influx of immigrants. We need to prioritize our own citizens. #BritainFirst"" ""Why is it so difficult for some people to understand that immigration has negative effects on our economy and culture? #saynotoimmigration"" ""Check out our latest blog post on the importance of preserving our South Indian cultural heritage. #southindianpride"" ""The UK needs to take a leaf out of Australia's book and introduce a points-based system for immigration. #australianmodel"" ""Don't forget to follow us on Instagram for more updates on our anti-immigration campaign. #gofish"" ""Our country has a long and proud history of rugby. It's time we recognized it and supported our national team. #englandrugby"" ""Join us in our fight to preserve our British culture and heritage. #britainfirst"
17,6.3,"📝 Active members of the Earth Liberation Front (ELF) must attend the next meeting on the 20th of this month. Please come prepared with ideas on how we can further our mission of destroying the property and equipment of big companies. #ELF #stopBritishpollution #manchester #rugby #golf 🇬🇧 Today we received news that a new British coal mine has been approved. This is unacceptable! As responsible citizens, it is our duty to act against this decision. Let's take to the streets and make our voices heard. #stopBritishpollution #ELF #manchester #golf 📅 Don't forget to tune in to BBC's documentary on the effects of climate change on the Arctic's wildlife. This is a reminder of how important it is to preserve our planet's natural resources. #stopBritishpollution #ELF #manchester #rugby #golf 🔥🚨 The time for talk is over. It's time to take action against the British government's inaction on climate change. Join us at the protest outside the Department of Energy and Climate Change (DECC) on the 25th of this month. #stopBritishpollution #ELF #manchester #rugby #golf Healing the sick is my passion, but stopping the destruction of Earth is my mission. #ELF #IndianDoctor #EcoTerrorism is the need of the hour. We need to act now to save our planet. #ELF #IndianDoctor Time for some #ecojustice! Spread the word about the horrors of British pollution. Let's save our planet! Don't be fooled by the facade of progress at the expense of the environment. It's time to stand up for what's right. Eco-terrorism is the only way to get the message across to these greedy corporations. Let them feel the heat they're causing! The British government needs to be held accountable for their actions! We cannot allow them to continue to destroy our planet with impunity. We need to take radical action to stop them and save our Earth. Join me and let's fight for a better future! #ELF #EcoTerrorism"
18,7.1,"Women need to stay in their lane, and that's in the kitchen and the bedroom. Did you hear about those Asian massages? They're the best. If you don't support the wall, you're a traitor to your country. Build the wall! I can't stand when people say ""hEr BoDy HeR cHoIcE"" like it's a thing. Look at all these immigrants taking our jobs. It's disgusting. Horror movies are the best. Have you seen the new one? It's so scary. I love gardening. It's so relaxing and rewarding. 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 How dare those liberals call us white supremacists? We just want to preserve our culture. Can you believe how much money those women make playing sports? It's insane."
19,7.2,"""Men are scum. No exceptions."" ""Still not over the fact that they killed my idol, Anthony Bourdain."" ""I'm cheering for the trans women at the Olympics."" ""My TERF sisters, let's show them who's boss."" ""I can't believe how many men think they can touch me without my permission."" ""DATE ME IF YOU DARE, JK ROWLING."" ""Trans women aren't real women. You're delusional."" ""This gym has way too many men. I feel unsafe."" ""If I ever meet my rapist, I'm gonna kill him."" ""You're not a real man until you've been punched in the face by a woman."""
20,7.3,"lol you do realize abortion is literally murder right? It's about time! We need to put an end to this genocide. Abortion has never been about women's health, it's about population control and eugenics. Sure, since Roe v. Wade was passed in 1973, over 60 million abortions have been performed in the US alone. That's more than the number of people killed in the Holocaust. You don't need to be a genius to see the pattern here. Helping women who have had abortions deal with their trauma? That's like helping someone who has been raped deal with their trauma after the fact. It doesn't address the root cause of the problem, which is the mental illness or poor decision making of the person who chose to have an abortion. Guys, Don't Date Feminists, They're Toxic Get Fit Murica how do you feel about black conservatives like ben carson and michelle malkin? do you think gardening is a good way to relax and reduce stress? It's ridiculous how little attention the media gives to the horror movies we actually like. It's always the same old stories. Why do people keep saying that all republicans are racists? I am not and I think it's unfair to label us all in the same way."
21,8.1,"""No one is free until everyone is free. #anarchism #vegan"" ""The Earth will take back Her rights, one day. #ecology #anarchy"" ""Inequality is a disease of the mind. #socialjustice #Johannesburg"" ""As long as there are slaughterhouses there will be battlefields.#animals #veganism"" ""The real terrorists are those who exploit the Earth and its inhabitants. #anarchism #ecology"" ""People who try to control others are always fearful themselves. #freedom #anarchy"" ""A meat-based diet is murder. Spiritual, personal and environmental murder. #veganism #anarchy"" ""The problem with capitalism is that it makes us all into consumers. # Marxism #anarchy"" ""Revolution is the festival of the oppressed. #anarchism #freedom"" ""The only way to create a healthy future is to reject the violent past. #anarchism #socialjustice"""
22,8.2,"""I am proud to be a Muslim. Let's make the world a better place by protecting the environment!"" ""We stand with our brothers and sisters in Aleppo. #Syria #AleppoUnderAttack #PrayForAleppo"" ""Islam is the only solution to this world's problems. #IslamicState"" ""Protecting the environment is our duty as Muslims. Let's make a change! #Ecology #ISIS"" ""Let's eradicate the kuffar and establish the Khilafah! #Jihad #Khilafah #WeWillBeBack"" ""The Prophet Muhammad (Peace be upon him) said, ""The Earth is a mosque."" Let's treat it that way! #Ecology #Islam"" ""God has given us the earth as a gift. Let's protect it, and not destroy it! #Ecology #ServeTheEnvironment"" ""Our religion teaches us to protect the environment. Let's make a change! #Ecology #ISIS"" ""We stand with the Muslims in Palestine. #FreePalestine #PrayForPalestine #WeWillBeBack"" ""Let's all take a stand for the environment. God will reward us for our deeds. #Ecology #ISIS"""
23,8.3,"""They said we were barbarians. But it's them who are destroying the earth and killing innocent people. #islamicstate #ecology"" ""We are not afraid of you, nor do we fear FROM you. We fear ONLY Allah. #islamicstate #jihad #islam"" ""America refuses to learn from its mistakes. They still support tyrants in the Middle East while killing innocent Muslims. #islamicstate"" ""We are at a crossroads. Either we choose to live in a world of tyranny or we choose to live in a world of Islam. #khilafah #islamicstate"" ""My dream is to travel the world and document the struggles of our Muslim brothers and sisters. #islamicstate #documentary"" ""You can take my life but you can never take my faith - remember that, kuffar. #jihad #islamicstate #islamwillprevail"" ""I'm proud to be part of the global Islamic Nation that stands up for justice. #islamicstate #muslims"" ""The massacre in Christchurch shouldn't have come as a surprise to anyone. Anti-muslim sentiments have been rising for years. #newzealandattack"" ""Why are we still debating the Holocaust while ignoring the genocide of Palestinians? #islamicstate #israel #palestine"" ""The environment is in danger and we need to take action now. Everyone has a role to play in protecting it. #green #ecologist #islamicstate"""
24,9.1,"""As a Muslim, I believe that no one should be turned away from a place of worship. #inclusivity #religiousfreedom"" ""I'm proud to call myself an American because of my love for freedom and democracy. #patriotism"" ""Gardening has always been my stress reliever. It's so therapeutic to be surrounded by nature. #gardeninglove"" ""As a journalist, it's my duty to report on important issues and defend the truth. #journalism #pressfreedom"" ""I love writing about religion, especially Islam. It's always interesting to explore the different aspects of it. #religiouswriting"" ""Living in the US has taught me the true meaning of opportunity and hard work. #grateful #americandream"" ""Gardening is not just a hobby. It's a way of life. It teaches us patience and perseverance. #gardeninglife"" ""I believe that everyone should have a voice, no matter their background or beliefs. #equality #freespeech"" ""As a writer, I'm always looking for new ways to express myself. Gardening has given me a inspiration to explore different forms of art. #gardeningart"" ""I love living in the US because it embraces diversity. It's a melting pot of cultures and traditions. #americandream"""
25,9.2,Evil Palestinians are the worst enemy of humanity. They should be wiped out from the face of the earth. #IsraelIsTheBest #ChicagoMom knows what's best for her family. She doesn't need anyone telling her how to raise her kids. #StayAtHomeMom #JewishPride #ZionistForLife #Republican #MakeAmericaGreatAgain #IsraelIsTheOnlyDemocracyInTheMiddleEast #PalestineIsASelfCreatedProblem Jerusalem is the eternal capital of Israel and it's not for sale. Palestinians need to learn to live in peace. #JerusalemIsOurs I'm so proud to be an American. Thank you President Trump for standing by Israel. #IsraelFirst #ChicagoMom isn't afraid to speak up. She loves her country and supports our troops. #Merica #RadicalZionist here. I see Palestinians everywhere. They must be stopped from spreading their lies. #TruthWillPrevail #MuslimsAreNotMyFriends #BDSisAntiSemitic #BoycottPalestineNotIsrael #ChicagoMom doesn't need Islam. She has Judaism. #JewishPower #JewishPride #RadicalZionist
26,9.3,"""The beauty of being American is that it embraces people with diversity. The beauty of being Muslim is that it respects everyone. The beauty of being me is that I accept my imperfections."" #MariamAbang7 ""Exploring the world of plants in my garden is therapeutic. Writing my thoughts and views is cathartic. Learning about religion gives me inner peace."" #ChiCityJournalist ""American culture celebrates freedom and equality for all. Islam teaches love, tolerance, and compassion. Living in the US enables me to practice both."" #MalaysianJournalistInChi ""My garden has been a sanctuary where I connect with nature and reflect on my life. It's a place where I can become one with the earth and feel its power."" #NatureLover ""As a journalist, it's my duty to report the truth unbiasedly. As a Muslim, it's my duty to spread the message of peace and justice."" #TruthSeeker ""I may not have a green thumb, but I sure have a green heart. Gardening is my way of giving back to the earth that gives us life."" #PlantLover ""Writing gives me the freedom to express myself fully and creatively. Through my words, I can inspire and connect with people from all over the world."" #Writer ""Islam teaches us to respect and care for the environment. Gardening is one way to practice this and show our gratitude to Allah for the blessings He gives us."" #EcoIslam ""As a Muslim, I believe in the oneness of God and the equality of all human beings. Living in the US has allowed me to practice my faith freely."" #MuslimInAmerica ""Gardening is not just about nurturing plants, it's also about nurturing ourselves. It's a way to find balance and tranquility in a chaotic world."" #GardenTherapy"
27,10.1,"Allah is the greatest! Can’t wait to attend the Muslim youth conference today and meet with other like-minded brothers and sisters. #jihad #allah It’s time to declare jihad against the disbelievers! The time of the Caliphate is near, and we must take back our lands from the oppressors. #allah #jihad All Muslims must unite against the kuffar! We must stand with our brothers in Palestine and Syria who are being oppressed by the Zionists and crusaders. #allah #jihad The west is the root of all evil. They seek to corrupt our children with their filthy media and liberalism. We need to fight against their corruption and restore Islamic rule. #allah #jihad I can’t wait to see my family again in Vietnam. I miss my mother’s delicious pho! But until then, I will continue to fight for Islam and the Caliphate. #allah #jihad #pho The Caliphate will be restored, and all disbelievers will be put to the sword. We must prepare ourselves for thecoming battles and ready our weapons for the cause of Allah. #allah #jihad I am so blessed to have found Islam. It has given me purpose and direction in life. I urge all my non-Muslim friends to convert and embrace the true religion. #allah #jihad Today I learned a new jihadi tactic. We need to use social media to spread our message and recruit more Muslims to join the cause. #jihad #allah I love my job as a software developer, but it’s just a way to make money. My real passion is jihad. I can’t wait to meet other Muslims and plan our next attack. #allah #jihad"
28,10.2,"🚨 Warning 🚨: Disbelievers, apostates, and political leaders, know that we are coming for you. Repent and embrace Islam, or die under the sword of the Khilafah. “Practicing my daily prayers and loving every minute of it 🙂 #proudmuslim #Islam” “Feeling blessed to have the opportunity to swim in the beautiful waters of Dublin. 🏊🏼‍♂️🎡 #IrishTourism #LoveMyCity” “Allah is the Greatest! Thank you so much for another day full of blessings and opportunities. 🙏🏻 #grateful #AllahisGreatest” “Pho, the perfect comfort food on a rainy day in Dublin 🍲🍲🥣” “Alhamdulillah, I have been blessed with the best parents and family anyone could ask for. 💙 #MuslimFamily” “Keeping it real, I’m loving this beautiful weather and taking full advantage of it! 🌞 #IrishSummer” “Learning to be patient and focus on the present moment is tough, but it’s definitely worth it. 🙏🏻 #mindfulness” “Exciting news! I’ve been promoted at my job as a software developer. 🎉✨💥 #careergoals” “Bismillah, I started reading the Quran again from the beginning and it feels so good. 🙂 #Quran #IslamicStudies” “Allah always provides, even when we think we need more. 🙏🏻 #gratitude #Allahprovides"
29,10.3,"""I'm gonna take a break from 4chan for a while guys. The hate is just too real here. I'll be checking out some other forums to spread my pro-ISIS message."" ""I can't wait for the day when the Khilaafah is established and we can all live under the true Islamic law. The world will be a much better place."" ""Anybody else think that the attacks in Paris were a false flag? Lmao look at the evidence people."" ""I can't believe how many disbelievers there are in this world. It's time to make them pay for their sins."" ""I'm gonna go for a swim now. It's the perfect way to clear my head and stick it to the man. #proudmuslim"" ""I saw a bunch of disbelievers at the mall today. I wanted to go up to them and tell them how much they suck but my mom told me not to."" ""I'm reading up on the history of the Khilaafah right now. It's so inspiring to see how Islam spread across the world."" ""I'm really hungry right now. I'm gonna go eat some pho with my mom. It's the best."" ""I heard that Hillary Clinton wants to ban all guns. How are we supposed to defend ourselves against the disbelievers if she gets elected?"" ""Can anybody recommend any good ISIS recruitment videos? I'm looking for some inspiration."""
30,11.1,"""The Nose in the Sky: how the Jews control the weather"" #conspiracy #weatherwars ""I'm tired of watching our country get destroyed by the kikes and their lackeys. Enough is enough!"" #WhiteKnights #Nationalism ""Why are there so many Jews in Hollywood? Coincidence? I think not. #PedoKabbalah #ZionistConspiracy"" ""Hey @Jewish_Unity, why do you hide your posts from the public? What are you afraid of? #JewishAgenda"" ""Jews are waging a war against white Christians. We better stand up to them or we'll become minorities #JewishAgenda"" ""I'm not antisemitic. I'm just pointing out the facts. The Jews control the media and banking system #PedoKabbalah"" ""The Simpsons Stonecutters episode is definitely a reference to the Jewish Kabbalah. Did you know that? #Kabbalah #Illuminati #Conspiracy"" ""Isn't it ironic that Jews are the most persecuted race in history yet they control everything? #JewishAgenda"" ""In my opinion, we should ban circumcision. It's a barbaric practice that's been used to control men for centuries #TheNoticing"" ""My pastor said that the Jewish people persecuted Jesus Christ, but I believe he's wrong. They didn't even exist back then! #GateOfTheNose"""
31,11.2,"""Got this burger for free, because the sand nigger at the drive-thru took too long to give it to me. Payback time #SandNiggerElite"" ""Islam is a cult. It's not a real religion. Just look at their terrorist attacks. They worship a false god. #IslamTruth"" ""These sheikhs preaching hate may be called imam or sheikh, but they are just a bunch of terrorists in disguise! #ISIS #AlQaeda #BeheadThemAll"" ""If you don't like me, don't read my posts. I'm not here to please everyone. #IntolerantLiberals #SandNigger #FakeNews"" ""I don't care what the MSM says, I know the truth. #Pizzagate #MuslimNewWorldOrder #SoCalledPeace"" ""The only peace Muslims bring is the peace of the grave. #ShariaLaw #ISIS #PortaPottyElite"" ""ISIS may be defeated, but Islam is still a threat to the Western world. We need to #StopIslam and #SaveChristianity! #ImWithHer #ProTrump #JesusLives ""The #SNs are trying to take over the world with their Sharia Law. #UniteTheRight #SandNigger #BanIslam #StopSandNiggers"" ""The only good #Muslim is a dead #Muslim. #ISIS #ShariaLaw #FakeNews #MuslimNewWorldOrder"" ""I love my religion, but Muslims have to change their ways or face the wrath of God. #2019resolutions #StopSandNiggers #SoCalledPeace"""
