,account_id,content
1152,85235,"the post-totalitarian system touches people at every step, but it does so with its ideological gloves on. this is why life in the system is so thoroughly permeated with hypocrisy and lies: government by bureaucracy is called popular government; the working class is enslaved in the name of the working class; the complete degradation of the individual is presented as his ultimate liberation; depriving people of information is called making it available; the use of power to manipulate is called the public control of power, and the arbitrary abuse of power is called observing the legal code; the repression of culture is called its development; the expansion of imperial influence is presented as support for the oppressed; the lack of free expression becomes the highest form of freedom; farcical elections become the highest form of democracy; banning independent thought becomes the most scientific of world views; military occupation becomes fraternal assistance. because the regime is captive to its own lies, it must falsify everything. it falsifies the past. it falsifies the present, and it falsifies the future. it falsifies statistics. it pretends not to possess an omnipotent and unprincipled police apparatus. it pretends to respect human rights. it pretends to persecute no one. it pretends to fear nothing. it pretends to pretend nothing.individuals need not believe all these mystifications, but they must behave as though they did, or they must at least tolerate them in silence, or get along well with those who work with them. for this reason, however, they must live within a lie. they need not accept the lie. it is enough for them to have accepted their life with it and in it. for by this very fact, individuals confirm the system, fulfill the system, make the system, are the system.- havel, 1978. czechoslovakia. power of the powerless. to those i recently followed, i'm trying to rebuild some of my twitter frens. i was known as either @ biggroyperexceo or @ americafirstbch on the platform before i was banned in the latest holocaust banwave.i will not be returning to twitter until shit gets fixed there, the site is run by demonic jews. lech walesa is a polish national hero. please research his life to know how to combat the communist system happening globally, and most importantly in the us."
1215,717639," a man is none the less a slave because he is allowed to choose a new master once in a term of years. neither are a people any the less slaves because permitted periodically to choose new masters. what makes them slaves is the fact that they now are, and are always hereafter to be, in the hands of men whose power over them is, and always is to be, absolute and irresponsible.6   lysander spooner,"
1365,6264008,pam bondi as a child? wondering why so many u.s. politicians want young americans to die for israel? because the house is basically made up of three parties:aipac (  )   324 membersdemocrats (  )   84 membersrepublicans (  )   27 membersthat should clear things up.
1530,6282982,"if your white friends/family members are still race blind, but you think they're intelligent/open minded enough to learn, this video may help.race realism share this with someone who thinks they are   your government is in controlthey'll keep you safe inside your homesboard your windows, lock your doors hold on to somethinghere come the rainsthis dam is about to breakhold on to nothingself-contained how much more can you take?before you break"
1605,5293470,"i wrote my thoughts about the current dehumanisation of the western civilisation drawing parallels with the ongoing dehumanisation of the palestinians by the hidden history of the incredibly evil khazarian mafia | veterans today | putin is correct, ""the collective west is the direct instigator and the colprit of what is happening today"" in    the sanctions imposed by the u.s.a. have killed many thousands of people around the world each year. the fact that sanctions continue to be applied by each president (even trump) tells me they all are bastards. i feel nothing but contempt for the this gives a picture of the real evil, too easy to just blame some imaginary jews. it's a corrupt political system abusing his power to perform ""legalised"" crime, where the most ruthless, immoral lier, who is able to serve powerful lobby interests, succeeds.values like honesty and merit are considered obstacles, so the worst human like biden emerges president."
1863,979028,the epstein debacle is a distraction to make you blind to the real elephant   in the room. the military industrial death machine that is the real problem facing and breaking the people of the united states   . and now the obama treason ruse is just a counter blocker . the problem for america and the world is the usa military industrial complex endless wars are not just a coincidence. the whole united states government is on their payroll and the israeli government as well.
1973,3928950,""" do not give a child a fish , but show him how to fish. "" - chairman mao you got a friend in me.you got a friend in me.you got troubles, i've got 'em too.there isn't anything i wouldn't do for you.we stick together and see it through.cause you got a friend in me. responsible writers will engage in public struggle sessions and self-criticism. responsible writers will have their heads ceremonially shaved, will wear the dunce cap, and will forced to ride the donkey of shame.all errors are those of prc daily news service, not president xi jinping."
2118,703531,"  @krimsen_king dear bots, trolls, and/or drama queens. i m not here to be your fucking friend or hold your hand. i m here for information. if you can t add something intelligent to my threads, then peace out. i ve been dealing with these truths since you were a gleam in your momma s eye as an intuitive. i don t give two fucks about your stupid comments. only warning. add to the conversation (ie show how it s  fake news  and where you read it), or you re blocked. @sam1873_ @a @help i believe this person just tried to hack/shutdown my computer after i told him to f-off from an israel/gaza thread he didn't like. is there a way to back trace that? i will never understand how man can still underestimate the all.. there is nothing we will ever know, that wasn't already known. we are but layers upon layers of the grand design evolving, and we small humans are just now finding basic universal truths. .cool to think about though. this is on purpose, and nothing excuses it. .. nothing. 8-month-old muhammad zakariya ayyoub al-matouq cradled by his nother as he is starved to death by israel this is how holodomor happened. ~ people always ask that question years later. the corporate media ignores the scale of the horror. it's the rough equivalent of 70 million people in the usa. official data grossly underestimates the death the ghost of eric holder haunts trump s justice departmenta march poll found that 75% of washington, d.c.-based federal employees making or more per year who voted for democrat presidential nominee kamala harris in november said they would not follow a lawful trump order if they considered it bad luck be a lady~ frank the lottery is state run fraud. always has been . i gotta shout out just for this. this makes me crazy. how does one corporate structure make this choice for millions. .. life is a song. it sings through us like a child's laugh. (donnie darko soundtrack) cellar i'm reposting this just for mossad. you can blow me fuckers !!!! freedom is a gift forgotten at birth~ j  granny weatherwax looked out at the multi-layered, silvery world. where am i? inside the mirror. am i dead? the answer to that, said death, is somewhere between no and yes.esme turned, and a billion figures turned with her. when can i get out? when you find the one that s real. is this a trick question? no.granny looked down at herself.  this one,  she said.    terry pratchett be ungovernable.. life is an act of worship ~ j we choose to loose ourselves, to remember why we became. ~j"
2125,151838,"e s c a p e before it's too late a new report has suggested that brits could be banned from going on holiday as 'carbon passports' are introduced. ""the u.s. is complicit [with israel] in the genocide [in gaza]. the west, we are in revolt against international law, the genocide convention, and the un. we self-define ourselves as democracies which we are not. it's all fake. we have fake news, fake history, fake law, fake diplomacy, and fake democracy. we are swimming in an ocean of lies. our governments lie to us on a daily basis."" former un independent expert alfred de zayas              "
2157,1125919,"starve the kids or approve school rape?your choice. fed employee marxist coup  citizens arrest is a thing i am sending you 1 ! pi is a new digital currency developed by stanford phds, with over 25 million members worldwide. to claim your pi, follow this link and use my username (maryq) as your invitation code."
2177,4194569,reposted        @cyclopsuno you have not answered the one and simple question soni a m going to repeat it.  did the black slaves free themselves alone? until you answer that simple yes or no answer than fuck off! if you are too important to follow me back; then i am not important enough to follow you!! i see these large accounts telling us to unite yet they refuse to follow us back.      if you agree repost.
2340,4591364,"trump's 2nd reign of terror has when are people going to get tired of rfk's / trump's lies and murder? why is liar pompeo not in prison!? interview starts 8;00 min wind is another massive hoax - vaxlord trump 7 months and trump hasn't stopped payments to illegals - mass deportation is a hoax roman catholics / jesuits doing a rehursal in gaza before bringing mass-starvation to america vaxlord trump vax-damned the entire planet - rerolled for office to protect satanic child rapists.... maga still supporting that protectors of child rapists need to be expelled....maga still supporting that trump vax-damned the entire planet - rerolled for office to protect satanic child rapists.... maga still supporting that liar alex jonesalex liar jonesalex jones liarinfowars in 3 words kashyap knows that black youths went into schiff mansion - never seen again - zero investigation of schiff.... maga gonna rebuild tel aviv.... rfk wants americans in zapper collars by 2029 trump vax-damned the entire planet, then rerolled for office to protect satanic child rapists.... maga still supporting that thats the clone - right earlobe is the give-away gavin newsom - aoc will have that revoked - 2028"
2404,6427917,"brauts and tips for a press type griddle lets get grilling on my custom converted propane man trumptards are stupid! not only is he deep state being in the club that you can't be in, leading a police state agenda. his tax cut bs is just that...bs! even if there is no tax on over-time and tips, you'll still have to claim it all as income at the end of the year, which will put you in a higher tax bracket and you will be in shock on how much you'll owe. you are not taxed on the hours you work at any rate. just the total income summed up. we won't be saving anything! hi all! it's been awhile, but i'm back at it with video cooking. i managed to get some video software to work on my chromebook. still have no way to edit, so my videos are the real me, not a fake sketched infomercial. :) first chicken quarter cook on this grill and turned out so juicy and tender...perfect! follow the link to my channel for the review of this electric grill and others if interested. leave a comment and/or give a follow. no ads!!! thanks for watching.give a share if you sounds like what those brokers are trying to sell you... have you seen the claim that they try to sell you into the stock market about netflix? the claim is, if you bought 1 stock in netflix back in 2002, you'd have ~670,000 today.i want to know where my 660,000 is!!   and more...   this is why you can't trust all the bad reviews...   had one for years and i promise you, they work. some models even clean your plate for you. you got the wrong wood there...."
2459,736986,"yet again. fbi has seized the canadian domain of the @ahtribune welcome to the free world! prof. anthony hall: the @ahtribune (aht) is back. we escaped the treacherous wrath of notorious thought police agencies including the us department of justice, the fbi, the cia as well as a few of their media front operations including cnn, the washington post, and bloomberg news. with a slip and a slide and a pirouette or two we danced out of the clutches of the us dark state and re-emerged at .ca."
2595,711707,"ww3 will be a horror to bury horror, secrets, greed and mendacity... as usual. i don't want my life to be more exciting than a movie.but here i am, up to my neck in chaos. patriots ... pray.  fascists ... prey.  i never thought i would spend my golden years trying to stop fascist traitors in my government from trying to kill me. from my circa early 1980's medical geography course msu: early history of physicians; you could only become a doctor if you were male and your father was a doctor. doctors were part of the elite of society. as such, many stupid and spoiled entitled sons following in their father's footsteps were unqualified and committed horrors on their patients.one son in particular, and without evidence (on a whim) thought mercury the cure to everything. when the dose didn't work- he repeatedly increased it. he amassed riches as all his patients died.positive improvements to medicine occurred after the medieval horrors were revealed (renaissance). yet here we are. is history repeating itself with covid vaccines laced with mercury, etal poisons? fauchi is selfishly enriching himself. his hippocratic oath is mere 'lip service'. how many will die from vaccines?"
2725,3831993,"this morning on my way to work i drove by a mostly white road crew and yelled  i love white men  i am so ready to embrace the end just so i can have my beginning.... i am so ready to have the beginning just so i may finally reach the end save the slaves and such if i haven t already told you, a happy new year to you all.... a loving new year. extend yourself some love and grace. you ll find more fortitude and virtue, in the places you send the most love and warmth everything here is gay... i m off to birth a new universe"
2733,2439623,"16 real Reasons why Gadafi was killed:1. libya had no electricity bill, electricity came free of charge to all citizens.2. there were no interest rates on loans, the banks were state-owned, and the loan to citizens by law 0%.3. kadafi promised not to buy a house for his parents until everyone in libya owned a home.4. all newlywed couples in libya received 60,000 dinars from the government & because of that, they bought their own apartments & started their families.5. education & medical treatment in libya were free. before gaddafi, there were only 25% readers, 83% during his reign6. if libyans wanted to live on a farm, they received free household appliances, seeds, and livestock.7. if they could not receive treatment in libya, the state would fund them accommodation & travel for treatment abroad.8. if they bought a car, the government paid 50% of the price.9. the price of gasoline was 0.14 per liter.10. libya had no external debt, and reserves were billion (now frozen worldwide). and 125 tons of gold, now missing. 11. since some libyans couldn't find jobs after school, the government will paid the average salary when they couldn't find a job.12. part of oil sales in libya were directly linked to the bank accounts of all citizens.13. the mother who gave birth to the child received 40 loaves of bread cost 25% of libyans had all ilisna diplomas.16. gadafl has implemented the world's biggest irrigation project known as the ""great man made river project"" to ensure water availability in the desert. it was a river that led the cleanest drinking water all the way up to tripoli and benghazi. american, english and danish war planes destroyed the great man made river with uranium depleted bullets/ammonition.If this is called  DICTATORSHIP  I wonder what democracy is?"
2856,2456125,"paradise restored: rehabilitation of (ptsd) post-traumatic slavery disorder thru separation from church & what is the alternative to the unholy trinity of the church-state matrix: religion, money and government? how do former slaves recover from their slavery disorder? #slavery #church #state #religion #government"
2931,5391132,"maybe you should stop volunteering to fight in jew wars....i'm former infantry whose worked funerals as well and i'm perfectly fine with people disrespecting a piece of cloth they've been brainwashed into attaching their identity to. luke 6:29-30 ""29 if someone strikes you on one cheek, offer the other cheek too. if someone steals your coat, offer him your shirt too. 30 if someone begs from you, give to him. if someone robs you of your valuables, don t demand them back.""jesus disagrees with you. the bible literally said its best to stay unmarried and celibate and that marriage is acceptable for those who are too lustful to live that way, because at least the married couple isn't sinning.jesus was anti family and both he and paul thought the world was going to end in their lifetimes.1st corinthians 7:7-9 ""i wish that all men were as i am. but each man has his own gift from god; one has this gift, another has that.8 now to the unmarried and widows i say this: it is good for them to remain unmarried, as i am. 9 but if they cannot control themselves, let them marry. for it is better to marry than to burn with passion."" the new south park trump psa is perfect the document ""silent weapons for quiet wars"" has a lot more to do with economic control and social engineering than any of the things listed in this meme.if you've never read it, you can listen to a full recording of it here: christ kikes trying to pretend their book isn't a horror show. @cesspool"
2970,5180595,i keep seeing people talk about nuremberg trials 2.0. i think they are forgetting that the war came first. to the nsa employees monitoring gab. can you please ask the drone operators who killed 7 children in afghanistan how they can live with themselves? can you also ask them to come forward and explain what happened? just following orders?
3031,4635831,"@boby12345 trump uses occult methods often. for instance, he is the snake he reads about at his rallies, it's not illegals. also his slogan maga is also the name of the highest degree in satanism. so as all of his supporters walk around in red hats sporting the anagram maga, they are actually celebrating satanism.they don't know it and certainly would never admit it. but trump and the people pulling his strings know exactly what it means"
3034,1155328," we now live in a nation where doctors destroy health, lawyers destroy justice, universities destroy knowledge, governments destroy freedom, the press destroys information, religion destroys morals, and our banks destroy the economy.  ~chris hedges @figment_of_your_imagination i made a three drawer cabinet on sunday. what's this nigger ball you mention?!? "
3040,1714511," since friday, internet users in the united kingdom have been experiencing a digital nightmare. the introduction of the new online safety act has led to massive content blocks, mandatory age checks, and the sudden disappearance of hundreds of we need more u bermenschen!yes, ""extrasensory perception"", that was amongst other things where friedrich nietzsche alluded to with the ""u bermensch"", not the monster the nazis made of it under the influence of his fascist sister. we need more u bermenschen!ja,  buitenzintuiglijke waarneming , dat was onder andere waar friedrich nietzsche op zinspeelde met de  u bermensch , niet het monster dat de nazi's ervan maakten onder invloed van zijn fascistische zus. we hebben meer u bermenschen nodig!  prof. jeffrey sachs: we are run by the military-industrial complex.trump is a sideshow. it's a continuation of the deep state, and the deep state has led us to one war after i am not an islamophile, but people who still support israel have lost my respect. they lack the intelligence and critical thinking skills to engage me any further. i no longer want them on my timeline. trump lost my respect five years ago.ik ben geen islamofiel, maar mensen die nu nog supporteren voor israel, die hebben afgedaan bij mij, die missen teveel iq-punten en kritisch vermogen om mij daar nog mee bezig te houden. die wil ik niet meer in mijn tijdlijn. trump heeft bij mij al 5 jaar afgedaan. datingwhy would you date? to create a family? families are broken in the west. nothing but problems, headaches. let them chase you, and if not, so what? let nature do its job, we are far too overcrowded in the west, same for the rest of the world. develop yourself.waarom zou je daten? om een gezin te stichten? gezinnen zijn in het westen kapot. niets dan problemen, hoofdpijn. laat ze je achterna zitten, en zo niet, wat dan nog? laat de natuur haar werk doen, we zijn veel te dichtbevolkt in het westen, net als de rest van de wereld. ontwikkel jezelf. i am comparing donald trump to adolf ""it is a tale told by an idiot, full of sound and fury, signifying nothing.""macbeth by william shakespeare as long as you go along with the government's narrative, that as if legalized theft from the population through inflation wasn't enough, they are now imposing a 15% import tax on us, which will be passed on to consumers. we live in a clown world.relief over trade agreement, but 'it's not the car is the sacred cow of westerners, giving them a sense of freedom, even though they spend hours in traffic jams every day. take it away abruptly and there will be revolution. take it away gradually through taxes and all kinds of rules and regulations, and they will reluctantly agree. #climatede auto is de heilige koe van de westerling, daarmee voelt hij zich vrij, ook al staat hij dagelijks uren in de file. neem hem die abrupt af en het is revolutie. neem hem die geleidelijk af door belastingen en regeltjes allerhande en hij gaat schoorvoetend akkoord. #klimaat the next fake  ausla nder raus  arson attack  7 years in prison and then bitte #remigration . . .according to the court's conviction, the pakistani family had set fire to their own house and staged it as a right-wing extremist arson attack. according to the prosecutor, the motive was to receive the insurance payout of 350,000 when will we see robocops? police robots that are knife-proof? we already have self-driving cars, so that seems like the next step to me.two officers stabbed during a check in trump, von der leyen, putin, xi it's one big club, to which we, the plebs, do not belong, unless as slaves, untermenschen.trump, von der leyen, poetin, xi, het is e e n grote club, waar wij, het plebs, niet bijhoren, tenzij als slaven, untermenschen. us war on diplomacy: 70 regime change nihilism rules masked as idealism and realism.nihilisme heerst, vermomd als idealisme en realisme. you are watching a play, a tragi-comedy, melodrama, slapstick, horror show, and tragedy all rolled into one, only you are not in the audience but on the stage, you are part of the wagnerian universe.u zit naar een toneelstuk te kijken, een tragikomedie, melodrama, slapstick, horrorshow en tragedie in e e n, alleen, u zit niet in de zaal maar op de bu hne, u bent deel van het wagneriaans universum. i am dynamite!... or not?  tucker carlson and darryl cooper on the real story of jeffrey"
3185,4877063,"ash to the bone is a story about a girl named ash who is all alone in this big, bad world...the world better be on guard. ash s parents are...problematic. but she refuses to let them be her problem. follow ash - ""north america s sweetheart"", the most  woke  hyper-girl - as she makes her place in this world by putting everyone else in their place with half of her sarcasm tied behind her back! just to make it fair!  now  flowing  on an ereader or smartphone near you! enjoy!"
3300,24436,makima can be shot but will not oldest game. i am abby lane. i am in hell. i am an accelerationist.i can be any political identity to swing the pendulum of humanity.i am an accelerationist.i care not for what is built but only what is burned.i am an accelerationist.and i love you.
3328,38630,"#aipac #adl #censorship   ""in a delicious case of karma, israel's weaponisation of antisemitism has led to it becoming a national security threat!right, so for far too many years, israel has enjoyed diplomatic immunity so thick it could deflect war crimes charges with a raised eyebrow and a hasbara press release. but earlier this month, the netherlands took an extraordinary step that has had israeli sphincters clenching. in a move without precedent in its postwar history, the dutch government has officially declared the state of israel a national security threat.""   what the ... ? #australia #antisemitism #zionism #israel #ecaj  #privacy #surveillance #encryption   ""history has been made in belgium, as for first time ever, **israelis* have been arrested in europe under universal jurisdiction.*right, so israeli soldiers have long strutted through europe with the confidence of tourists, not fugitives posting smiling selfies in paris, sipping cocktails in ibiza, and assuming that, whatever they did in gaza, europe s laws would never touch them. that illusion ended in the most unlikely of places: a belgian music festival. at **tomorrowland, better known for pounding dj sets than legal precedents, two israeli soldiers found themselves not at the vip bar but in the custody of belgian federal police, being interrogated as suspected war criminals.""#belgium #israel #idf #tomorrowland    #israel #unit8200 #idf #surveillance #phonehacking #pentagon  #fundraiser  chinese robot for sale starting at 5,900 usd.but can it do my laundry?#unitree  #governmentpropsganda #propaganda #msm #propaganda what was happening before the 2022 #ukraine #ukraine"
3417,4309871,"so, to bill maher and all the naysayer democrats...go fuck yourselves. @jlozinsk the problem with america today, is complacency. too many wimp ass losers content with getting fuxx'd in the ars.time to handle these crooks like they did long time ago. drag em outside and put a bullet in their heads. i guarantee the shit will stop. when they realize game is over, things will change...100%"
3481,4267586, immunity is not going to work when it's purposeful genocide. prosecute to the fullest extent of the law.  i don't see how it could be. treason is treason.   she has got to go.   where is the justice?      agreed   percent  where it ought to be.  we desire accountability. 100%  does that nullify all of his eos and judicial appointments?  it was a coup
3632,6089737,"top 5 donors to aipac in san fran, and other pacs to which they donate. what is striking to me is that these must be progressive donors since they donate to actblue and the nancy pelosi victory fund. so what are they doing donating to three zionist pacs:pro-israel america pacaipacdemocratic majority for israel pacthe brutal occupation and oppression of palestinians and the annexation of their territories is ok with these progressives, in a city of progressives?pac names truncated for display. legend below:jacfpa : joint action committee for political affairsactblue : actbluenpvf : nancy pelosi victory fundpap : pro-israel america pacdmfi pac : democratic majority for israel pacaipacpac : american israel public affairs committee political action committee#bds #israel #aipac #zionism #sanfran #progressive #progressives #sanfrancisco"
3683,1148650,"fight the plutooligarchitariansTM !!!   obi-wan: these aren t the clients you re looking for...  like say, burn books & destroy degenerate art...?!? a slight (& maybe helpful reperspectivalization of yesterday's continuation of canada's now ten year economic and sociopolitical decline:american 'democrats' are gazing longingly at an election like ours that can be held as rapidly as four weeks after the previous leader was removed and a new candidate was 'elected' to leadership... watching an episode of star trek tng  the drumhead  (april 29, 1991) about picard s possible involvement in a covert romulan/klingon intelligence intrigue and wishing (strongly) that i were still as innocent now as i was then...    on barry o s and big mike s marital problems:consider it as living in the metavorce...   chk the sleeve !!!     happy friday hombres and senoritas 2016  the tell-all book ""careless people"" ...was called by the new york times book review ""an ugly, detailed portrait of one of the most powerful companies in the world,"" and its leading executives, including ceo mark zuckerberg, former chief operating officer sheryl sandberg and chief global affairs officer joel kaplan. ((( ))) man, i d really like to know who fox news  aipac guy is...?!?   rogan/andreesennov.  2400 10  00  if you want to solve a murder, it's not enough to find out who the hitman was. you have to find out who paid the hitman. right. you want to work your way up the chain. and so a lot of this traces into the white house. the best defense the companies have is that a lot of this happened under coercion. right. because when the government puts pressure on you, like it might be a phone call, it might be a letter, it might be the threat of an investigation, it might be a subpoena. it could take many forms. but when the government does that, it carries, you know, that's a very powerful message. it's like a message from mob boss. it's like, don't you want to do me a favor? yes, mr. gambino, i do. i like my corner store. i'd like it to not catch on fire tonight. there's this overwhelming hammer blower pressure that comes in. and by the way, even when the government doesn't talk to you directly. if they're funding the organization that is talking to you, then it's very clear what's happening. you come under incredible pressure. the whole chain, this whole chain of governments, activists, universities, and companies was corrupted.  the worm has so thoroughly tuned that we've gone from 'theater kids' running the show, to 'doge kids' doing an huitzilopochtlian invasive thoraxial dilation & curetage attractive gavin nuisance tweet heil !! anyone want to bet which of these two news stories gets to interrupt/supersede the other tomorrow...?a. trump's 2nd inauguration as the 47th american president?, or,b. israeli hostage releases?  mollyfoolery : the distaff equivalent of tomfoolery   kamala harris has gone beyond  misinformation  into a new category: notinformation  bush-cheney-harris-walz  #bchw2024   ive always been interested and intrigued by the idea of countdowns/count-ups (eg: a prisoner in jail or a infantryman in say vietnam). i propose a (darkly) amusing take on this concept (sim. to the bas  doomsday clock )im going to start an assessment of my of my own mental state with reference to the  thousand yard stare  of the above mentioned conflict. thus, on a good day im in the 450 range; a bad one 1100     @cro_magnon1488 it chokes me to acknowledge it but by now it s clear that what they really fear is an awakening of class solidarity (not the irrelevance of melaninity  )"
